0	1
0	2
0	3
0	4
0	5
0	6
0	7
0	8
0	9
0	10
0	11
0	12
0	13
0	14
0	15
0	17
0	18
0	21
0	22
0	23
0	24
0	27
0	28
0	29
0	31
0	32
0	33
0	35
0	36
0	37
0	39
0	45
0	46
0	48
0	51
0	54
0	56
0	59
0	60
0	61
1	2
1	3
1	4
1	5
1	6
1	7
1	9
1	10
1	11
1	13
1	15
1	20
1	21
1	28
1	30
1	34
1	41
1	43
1	48
1	55
1	56
1	59
2	3
2	4
2	5
2	6
2	7
2	8
2	9
2	10
2	11
2	12
2	13
2	14
2	15
2	16
2	21
2	22
2	24
2	26
2	29
2	31
2	32
2	33
2	34
2	37
2	38
2	40
2	41
2	44
2	47
2	49
2	54
2	57
2	60
3	4
3	5
3	6
3	8
3	10
3	12
3	13
3	16
3	17
3	18
3	21
3	22
3	24
3	27
3	35
3	43
3	45
3	54
3	58
3	61
4	5
4	7
4	9
4	12
4	22
4	28
4	30
4	35
4	36
4	37
4	42
4	50
4	52
4	55
4	57
4	61
5	11
5	26
5	41
5	56
6	7
6	8
6	11
6	12
6	14
6	18
6	19
6	22
6	23
6	27
6	29
6	31
6	34
6	35
6	36
6	38
6	39
6	45
6	46
6	47
6	49
6	51
6	58
6	61
7	8
7	9
7	11
7	12
7	15
7	16
7	19
7	26
7	29
7	30
7	31
7	32
7	40
7	46
7	55
7	61
8	13
8	16
8	19
8	20
8	23
8	31
8	32
8	36
8	47
8	49
8	57
9	16
9	17
9	18
9	19
9	22
9	24
9	25
9	26
9	27
9	28
9	31
9	33
9	44
9	53
9	54
9	57
10	11
10	14
10	15
10	16
10	17
10	20
10	21
10	23
10	26
10	28
10	29
10	36
10	37
10	44
10	49
10	60
11	12
11	13
11	18
11	19
11	22
11	23
11	25
11	33
11	35
11	36
11	40
11	42
11	43
11	44
11	45
11	51
11	52
11	53
11	54
12	15
12	20
12	30
12	33
12	35
12	39
12	41
12	43
12	48
12	50
12	55
12	58
13	14
13	17
13	25
13	26
13	38
13	42
13	47
13	48
13	51
13	53
13	56
13	59
14	19
14	23
14	28
14	32
14	39
14	42
14	47
14	48
15	16
15	19
15	21
15	24
15	27
15	30
15	32
15	33
15	38
15	43
15	44
15	45
15	58
16	20
16	25
16	26
16	30
16	34
16	39
16	51
17	20
17	32
17	44
17	51
17	53
17	57
18	36
18	38
18	39
18	40
18	57
18	58
19	40
19	46
19	52
19	54
19	60
20	53
20	59
21	25
21	37
21	40
21	48
22	30
22	50
23	31
23	34
23	39
23	43
23	45
23	52
24	25
24	27
24	34
24	41
24	44
24	49
24	55
24	58
24	59
25	29
25	30
25	32
25	38
25	42
25	43
25	48
25	50
25	52
25	60
26	36
26	42
27	37
28	49
28	52
29	44
29	47
30	35
30	41
30	47
30	56
31	33
31	43
31	53
32	40
32	49
32	50
32	51
32	53
32	54
32	56
33	34
33	37
33	42
33	46
33	47
33	59
34	61
35	50
36	38
36	60
37	45
39	45
39	50
39	61
41	58
42	50
43	46
43	48
45	46
45	49
45	52
45	58
46	52
46	56
47	55
47	59
48	55
48	59
50	55
51	57
52	53
52	60
58	61
