0	1
0	2
0	3
0	4
0	6
0	8
0	9
0	10
0	12
0	14
0	17
0	18
0	20
0	23
0	25
0	29
0	33
0	35
0	39
0	48
0	55
0	60
1	2
1	3
1	4
1	7
1	10
1	11
1	14
1	15
1	16
1	19
1	20
1	22
1	25
1	26
1	27
1	28
1	32
1	34
1	35
1	38
1	39
1	44
1	53
1	55
1	58
1	61
2	3
2	4
2	5
2	6
2	7
2	8
2	9
2	11
2	13
2	14
2	15
2	17
2	19
2	20
2	21
2	23
2	24
2	25
2	27
2	29
2	30
2	31
2	32
2	35
2	38
2	41
2	43
2	45
2	48
2	49
2	54
2	59
2	60
3	4
3	5
3	6
3	7
3	8
3	9
3	10
3	11
3	12
3	13
3	15
3	17
3	18
3	21
3	22
3	26
3	27
3	28
3	34
3	37
3	40
3	42
3	44
3	46
3	47
3	52
3	57
3	58
3	60
3	61
4	5
4	6
4	7
4	9
4	10
4	11
4	13
4	14
4	16
4	17
4	22
4	24
4	26
4	28
4	29
4	31
4	32
4	35
4	36
4	37
4	39
4	46
4	49
4	53
5	6
5	11
5	12
5	13
5	14
5	18
5	21
5	31
5	33
5	34
5	42
5	44
5	49
5	51
5	58
5	59
6	7
6	10
6	11
6	15
6	16
6	31
6	35
6	41
6	43
7	8
7	11
7	12
7	13
7	15
7	22
7	23
7	25
7	29
7	31
7	34
7	35
7	41
7	43
7	44
7	45
7	48
7	51
7	54
8	9
8	13
8	14
8	20
8	22
8	24
8	26
8	27
8	30
8	38
8	44
8	47
8	52
8	54
8	61
9	10
9	14
9	16
9	18
9	26
9	27
9	29
9	31
9	33
9	37
9	45
9	52
9	53
9	59
10	37
10	47
11	16
11	21
11	22
11	25
11	27
11	36
11	46
11	58
12	13
12	16
12	18
12	26
12	27
12	28
12	49
12	52
12	55
13	16
13	18
13	39
13	40
13	51
13	57
14	15
14	17
14	20
14	23
14	26
14	30
14	32
14	33
14	42
14	44
14	46
15	19
15	20
15	24
15	28
15	30
15	32
15	45
15	46
15	47
15	48
15	50
16	19
16	23
16	24
16	38
16	52
16	54
16	55
16	60
17	18
17	19
17	21
17	22
17	49
17	50
17	52
17	58
17	60
18	19
18	21
18	33
18	37
18	40
18	51
18	55
18	57
18	59
19	27
19	30
19	31
19	36
19	56
20	36
20	38
20	41
20	43
20	61
21	29
21	36
21	40
21	51
21	58
21	61
22	24
22	30
22	34
22	40
22	54
22	61
23	32
23	34
23	35
23	43
23	58
24	33
24	37
24	48
24	50
25	28
25	37
25	38
25	42
25	45
25	46
25	54
25	56
26	32
26	51
26	57
27	43
27	45
27	52
27	53
27	54
28	29
28	33
28	34
28	52
28	60
29	39
29	45
29	46
29	53
29	57
29	59
30	32
30	36
30	39
30	53
30	57
30	59
31	36
31	47
31	49
31	58
32	34
32	35
32	50
34	37
34	39
34	40
34	50
34	56
35	36
36	43
36	56
37	43
38	40
38	53
38	56
39	41
39	42
39	51
40	55
40	56
42	49
42	56
42	61
43	61
44	48
44	49
44	50
46	57
47	51
47	54
50	55
51	60
53	56
55	59
56	57
